,host_is_superhost,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,instant_bookable,ano,semestre,n_amenities,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Outros,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Entire home/apt,room_type_Outros,room_type_Private room,bathrooms_text_1 bath,bathrooms_text_1 private bath,bathrooms_text_1 shared bath,bathrooms_text_1.5 baths,bathrooms_text_1.5 shared baths,bathrooms_text_Outros,price
5795,0,1,52.49199,13.38413,2,1.0,1.0,2,0,1,2022,1,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
5800,0,0,52.49385,13.3993,2,1.0,1.0,2,6,1,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
5804,0,1,52.50926,13.308,1,1.0,1.0,2,44,0,2022,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,27.0
5805,1,1,52.46796,13.34287,2,1.0,1.0,2,89,0,2022,1,38,0,0,0,1,0,0,0,1,0,0,1,0,0,0,39.0
5813,1,1,52.52438,13.41012,2,1.0,1.0,2,108,0,2022,1,31,1,0,0,0,0,1,0,0,1,0,0,0,0,0,106.0
5822,1,1,52.52059,13.45638,2,1.0,1.0,2,29,0,2022,1,32,0,0,0,1,0,0,0,1,0,0,0,1,0,0,50.0
5825,0,1,52.506813,13.313672,2,1.0,1.0,2,1,1,2022,1,29,0,0,1,0,0,0,0,1,0,1,0,0,0,0,90.0
5828,0,0,52.52519,13.45068,4,1.0,1.0,1,1,0,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5829,0,1,52.51687,13.45699,2,1.0,1.0,2,25,0,2022,1,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,39.0
5831,0,1,52.56444,13.41266,2,1.0,1.0,1,3,1,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5834,0,1,52.48925,13.37992,4,2.0,2.0,2,4,1,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5835,0,1,52.47411,13.42632,2,1.0,1.0,1,0,0,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,53.0
5840,0,1,52.5488,13.35241,3,1.0,1.0,2,0,0,2022,1,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
5841,0,1,52.48431,13.4316,2,1.0,1.0,2,1,0,2022,1,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,24.0
5845,0,1,52.49175,13.41525,2,1.0,1.0,1,10,0,2022,1,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48.0
5848,0,1,52.51389,13.42301,2,1.0,1.0,1,220,1,2022,1,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,79.0
5849,0,1,52.56151,13.35515,1,1.0,1.0,2,31,0,2022,1,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34.0
5851,0,0,52.46524,13.48882,2,1.0,1.0,2,9,0,2022,1,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25.0
5852,0,1,52.54924,13.40901,2,1.0,1.0,2,12,1,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,68.0
5854,1,1,52.48736,13.33714,2,1.0,2.0,2,35,0,2022,1,25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5855,0,1,52.47591,13.42321,2,1.0,1.0,1,0,0,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
5857,0,1,52.52695,13.3939,2,1.0,1.0,2,35,0,2022,1,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
5858,0,1,52.47808,13.4475,2,1.0,1.0,2,35,1,2022,1,29,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37.0
5861,0,1,52.47435,13.42217,2,1.0,1.0,1,3,0,2022,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5863,0,0,52.51991,13.30815,3,1.0,2.0,1,6,1,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29.0
5864,0,0,52.55021,13.35545,2,1.0,1.0,2,14,1,2022,1,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,24.0
5866,0,1,52.5279,13.39322,3,1.0,3.0,1,310,1,2022,1,35,1,0,0,0,0,1,0,0,1,0,0,0,0,0,89.0
5877,1,1,52.52402,13.33733,3,1.0,1.0,2,97,1,2022,1,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,56.0
5881,0,1,52.48674,13.36187,2,1.0,2.0,1,13,1,2022,1,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
5882,0,1,52.52153,13.33299,2,1.0,1.0,2,18,1,2022,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,195.0
5892,1,1,52.49587,13.43687,3,1.0,2.0,2,46,1,2022,1,36,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31.0
5896,1,1,52.50011,13.35743,2,1.0,1.0,1,136,0,2022,1,16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,60.0
5902,0,1,52.48573,13.36226,4,1.0,2.0,1,100,1,2022,1,24,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
5905,0,1,52.5333,13.41403,5,2.0,3.0,1,6,0,2022,1,17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,76.0
5909,0,1,52.48021,13.42791,2,1.0,1.0,1,6,0,2022,1,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
5910,0,1,52.51631,13.29454,2,1.0,1.0,1,6,1,2022,1,20,0,0,1,0,0,0,0,1,0,0,0,0,0,1,39.0
5913,0,0,52.51699,13.46784,1,1.0,1.0,2,13,0,2022,1,17,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
5919,0,1,52.54201,13.35647,4,2.0,2.0,1,6,0,2022,1,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
5920,0,1,52.54784,13.35134,2,1.0,1.0,1,3,0,2022,1,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26.0
5926,0,1,52.53654,13.41544,2,1.0,1.0,1,4,1,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
5928,0,1,52.51789,13.2926,2,1.0,1.0,1,171,1,2022,1,23,0,0,0,1,0,0,0,1,0,0,0,0,0,1,39.0
5929,0,1,52.53167,13.32866,1,1.0,1.0,1,5,0,2022,1,30,0,0,1,0,0,0,1,0,0,0,1,0,0,0,59.0
5935,0,1,52.52903,13.40325,1,1.0,1.0,1,28,0,2022,1,25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,49.0
5936,0,1,52.47116,13.42966,2,1.0,1.0,2,12,1,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37.0
5937,0,1,52.43182,13.22314,2,1.0,1.0,1,9,0,2022,1,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,25.0
5941,1,0,52.52168,13.5529,2,1.0,2.0,1,93,0,2022,1,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,55.0
5942,0,1,52.49355,13.44125,2,1.0,1.0,2,14,1,2022,1,19,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
5943,0,1,52.50443,13.46855,2,1.0,1.0,2,1,0,2022,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29.0
5945,0,0,52.48517,13.37697,2,1.0,1.0,2,1,0,2022,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,52.0
5946,0,1,52.55402,13.34841,6,2.0,3.0,1,152,1,2022,1,23,0,1,0,0,0,1,0,0,1,0,0,0,0,0,86.0
5947,0,1,52.54908,13.35126,4,1.0,3.0,1,98,1,2022,1,21,0,1,0,0,0,1,0,0,1,0,0,0,0,0,50.0
5952,0,1,52.54628,13.36974,2,1.0,1.0,2,4,0,2022,1,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,42.0
5954,1,1,52.52909,13.55272,2,1.0,1.0,2,200,1,2022,1,29,0,0,1,0,0,0,0,1,0,1,0,0,0,0,46.0
5955,0,1,52.53803,13.43035,2,1.0,1.0,1,65,0,2022,1,31,0,0,0,1,0,0,0,1,0,0,1,0,0,0,43.0
5959,1,1,52.52309,13.45869,5,3.0,3.0,2,120,0,2022,1,41,0,0,1,0,0,1,0,0,1,0,0,0,0,0,225.0
5960,0,1,52.47635,13.45024,2,1.0,1.0,2,14,0,2022,1,24,0,0,0,1,0,0,0,1,0,0,1,0,0,0,28.0
5961,1,1,52.60302,13.43274,2,1.0,2.0,2,92,1,2022,1,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,48.0
5962,0,1,52.51483,13.46016,2,1.0,1.0,1,3,0,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
5970,0,1,52.47669,13.44286,4,1.0,2.0,1,113,1,2022,1,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,59.0
5974,1,1,52.49896,13.29961,2,1.0,1.0,2,294,0,2022,1,35,1,0,0,0,0,1,0,0,1,0,0,0,0,0,51.0
5975,1,1,52.45406,13.62377,2,1.0,1.0,2,42,0,2022,1,26,0,0,1,0,0,0,0,1,0,0,0,0,0,1,61.0
5977,0,1,52.4986,13.44081,2,1.0,1.0,1,2,1,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,26.0
5982,0,1,52.51736,13.42906,2,1.0,1.0,2,9,0,2022,1,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,50.0
5984,0,1,52.49648,13.49682,2,1.0,1.0,2,76,0,2022,1,37,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
5985,1,1,52.47451,13.44714,2,1.0,1.0,2,137,1,2022,1,33,0,0,0,1,0,0,0,1,0,0,1,0,0,0,43.0
5989,0,0,52.51515,13.42489,2,1.0,1.0,2,16,1,2022,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,39.0
5990,0,1,52.51749,13.29475,2,1.0,1.0,1,253,1,2022,1,23,0,0,0,1,0,0,0,1,0,0,0,0,0,1,42.0
5993,1,1,52.4741,13.34316,2,1.0,2.0,2,127,1,2022,1,37,1,0,0,0,0,1,0,0,1,0,0,0,0,0,46.0
5998,0,1,52.5183,13.31443,2,1.0,1.0,1,44,1,2022,1,28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,64.0
6004,0,1,52.48283,13.52116,2,1.0,1.0,2,15,0,2022,1,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.0
6012,0,0,52.41673,13.67775,2,1.0,2.0,2,2,0,2022,1,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29.0
6013,0,0,52.51563,13.49562,3,1.0,2.0,1,4,0,2022,1,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,45.0
6014,0,0,52.53468,13.35763,2,1.0,1.0,2,5,0,2022,1,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37.0
6015,0,1,52.49069,13.44489,2,1.0,1.0,2,11,1,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
6019,0,1,52.48983,13.41703,2,1.0,1.0,1,0,1,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,35.0
6025,0,1,52.55335,13.42795,1,1.0,1.0,2,50,0,2022,1,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,24.0
6030,0,1,52.50455,13.43514,2,1.0,1.0,1,4,1,2022,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.0
6031,0,1,52.55571,13.3483,4,1.0,3.0,1,130,1,2022,1,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,50.0
6035,1,1,52.50657,13.41536,4,1.0,2.0,2,59,1,2022,1,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,134.0
6037,0,0,52.48876,13.3914,2,1.0,1.0,2,4,1,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
6039,0,1,52.50899,13.45427,4,2.0,2.0,2,16,1,2022,1,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,99.0
6041,0,1,52.53946,13.39767,2,1.0,1.0,2,16,0,2022,1,25,0,0,0,1,0,0,0,1,0,0,0,0,0,1,54.0
6045,0,1,52.50592,13.46823,2,1.0,1.0,2,1,1,2022,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
6047,0,1,52.53344,13.40524,2,1.0,1.0,1,24,0,2022,1,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
6054,0,0,52.49724,13.42288,2,1.0,1.0,2,0,1,2022,1,8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,40.0
6057,0,1,52.55135,13.37653,2,1.0,2.0,2,1,0,2022,1,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
6066,0,1,52.46976,13.3303,2,1.0,1.0,2,0,0,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
6069,0,0,52.47976,13.53098,4,1.0,1.0,2,7,0,2022,1,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
6071,1,1,52.50211,13.42083,2,1.0,1.0,2,48,1,2022,1,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,36.0
6072,0,0,52.45973,13.32189,4,1.0,2.0,2,17,0,2022,1,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
6075,0,1,52.52395,13.40626,4,2.0,2.0,1,32,1,2022,1,45,1,0,0,0,0,1,0,0,1,0,0,0,0,0,61.0
6084,0,0,52.54194,13.42229,1,1.0,1.0,1,3,0,2022,1,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,54.0
6086,0,1,52.49104,13.39404,2,1.0,1.0,1,1,1,2022,1,11,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0
6087,0,1,52.5384,13.39809,2,1.0,1.0,2,43,0,2022,1,31,1,0,0,0,0,1,0,0,1,0,0,0,0,0,88.0
6089,0,1,52.54852,13.43136,2,1.0,1.0,2,3,0,2022,1,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,27.0
6091,0,0,52.48015,13.44302,2,1.0,1.0,2,11,1,2022,1,27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48.0
6093,0,1,52.51774,13.2947,2,1.0,1.0,1,204,1,2022,1,22,0,0,0,1,0,0,0,1,0,0,0,0,0,1,40.0
6094,0,0,52.56346,13.21645,2,1.0,1.0,1,0,0,2022,1,9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,35.0
6095,0,0,52.58169,13.37633,2,1.0,2.0,2,3,0,2022,1,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,51.0
6097,0,1,52.47682,13.34496,4,2.0,2.0,1,1,0,2022,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
6101,0,0,52.48935,13.35065,2,1.0,1.0,2,24,0,2022,1,39,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
6104,0,0,52.52541,13.33367,2,1.0,1.0,2,10,1,2022,1,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
6105,0,1,52.51116,13.46429,2,1.0,1.0,2,4,1,2022,1,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,27.0
6106,0,1,52.52886,13.33419,2,1.0,1.0,2,0,1,2022,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
6111,0,0,52.50182,13.45123,2,1.0,1.0,2,9,0,2022,1,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,48.0
6114,0,1,52.5117,13.29313,2,1.0,1.0,1,1,0,2022,1,11,0,0,1,0,0,1,0,0,1,0,0,0,0,0,41.0
6116,0,1,52.58469,13.39058,1,1.0,1.0,2,3,1,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
6119,0,1,52.493694,13.396867,2,1.0,1.0,1,279,1,2022,1,41,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
6127,0,0,52.48052,13.43029,2,1.0,1.0,2,3,1,2022,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,51.0
6129,1,1,52.50715,13.40629,1,1.0,1.0,2,22,0,2022,1,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
6134,0,1,52.52471,13.44657,3,1.0,2.0,2,93,0,2022,1,36,1,0,0,0,0,1,0,0,1,0,0,0,0,0,56.0
6135,1,1,52.49817,13.44679,2,1.0,1.0,2,114,0,2022,1,33,0,0,0,1,0,0,0,1,0,0,1,0,0,0,60.0
6136,0,1,52.55986,13.38845,2,1.0,1.0,2,34,0,2022,1,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,22.0
6138,0,1,52.47677,13.42234,2,1.0,1.0,2,1,0,2022,1,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,78.0
6140,0,1,52.48197,13.44539,4,2.0,2.0,2,3,0,2022,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,41.0
6142,1,1,52.52497,13.61103,2,1.0,1.0,2,92,0,2022,1,22,0,0,1,0,0,0,0,1,0,1,0,0,0,0,40.0
6143,0,1,52.49552,13.4336,2,1.0,1.0,1,0,1,2022,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,83.0
6144,0,1,52.56047,13.37743,2,1.0,1.0,2,4,0,2022,1,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25.0
6147,0,1,52.53118,13.42908,2,1.0,1.0,1,6,0,2022,1,11,1,0,0,0,0,1,0,0,0,0,0,1,0,0,55.0
6149,0,1,52.52821,13.40041,3,1.0,1.0,2,30,0,2022,1,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,54.0
6151,0,0,52.50211,13.33145,4,1.0,2.0,1,26,0,2022,1,19,0,0,0,0,1,0,0,1,0,0,1,0,0,0,140.0
6154,1,1,52.52512,13.35084,2,1.0,1.0,2,185,0,2022,1,31,0,0,0,1,0,0,0,1,0,0,0,1,0,0,40.0
6156,0,1,52.48946,13.31001,5,2.0,2.0,1,3,0,2022,1,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,116.0
6158,0,1,52.52256,13.45439,2,1.0,1.0,1,1,0,2022,1,12,0,0,1,0,0,0,0,1,1,0,0,0,0,0,35.0
6159,0,1,52.49206,13.38196,2,1.0,1.0,2,289,1,2022,1,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
6161,0,1,52.62258,13.48882,2,1.0,1.0,2,30,0,2022,1,35,0,0,1,0,0,0,0,1,0,0,0,1,0,0,25.0
6163,0,0,52.48534,13.43322,1,1.0,1.0,1,1,0,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,34.0
6164,0,1,52.56584,13.32351,2,1.0,1.0,1,190,1,2022,1,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
6169,0,1,52.55396,13.41502,2,1.0,1.0,1,16,1,2022,1,15,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
6170,0,1,52.51292,13.30851,2,1.0,1.0,1,1,0,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,43.0
6171,0,0,52.55308,13.38352,2,1.0,1.0,1,1,0,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
6172,0,1,52.43025,13.18979,1,1.0,1.0,1,29,0,2022,1,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,40.0
6174,0,1,52.42896,13.18821,2,1.0,1.0,1,5,0,2022,1,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,72.0
6175,1,1,52.49999,13.45825,1,1.0,1.0,2,10,0,2022,1,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,42.0
6176,0,0,52.48951,13.42301,2,1.0,1.0,2,2,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
6178,0,0,52.49916,13.31481,2,1.0,1.0,1,35,0,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
6179,0,0,52.54069,13.35176,6,3.0,3.0,2,10,0,2022,1,47,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
6183,0,1,52.44629,13.38658,2,1.0,2.0,2,117,1,2022,1,26,0,0,0,1,0,0,0,1,0,0,1,0,0,0,44.0
6184,0,1,52.51656,13.29496,2,1.0,1.0,1,176,1,2022,1,22,0,0,0,1,0,0,0,1,0,0,0,0,0,1,39.0
6185,0,1,52.53913,13.41441,4,2.0,2.0,2,20,0,2022,1,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1,165.0
6188,0,0,52.47996,13.42592,2,1.0,1.0,2,10,0,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
6189,1,1,52.50618,13.34679,1,1.0,2.0,2,21,0,2022,1,26,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
6190,0,0,52.49059,13.45177,2,1.0,1.0,2,17,1,2022,1,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,28.0
6195,0,1,52.48788,13.42566,1,1.0,1.0,2,6,0,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
6196,0,1,52.54547,13.3468,3,1.0,2.0,2,10,0,2022,1,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
6198,0,1,52.5443,13.43429,2,1.0,1.0,2,7,1,2022,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
6205,0,1,52.50462,13.29509,1,1.0,1.0,2,2,1,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,42.0
6207,0,1,52.48236,13.42963,4,1.0,2.0,2,1,0,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
6211,0,1,52.49525,13.38362,2,1.0,1.0,2,9,0,2022,1,32,0,0,0,1,0,0,0,1,0,0,0,0,1,0,40.0
6213,0,1,52.50035,13.45932,2,1.0,1.0,2,2,1,2022,1,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,33.0
6215,0,1,52.47579,13.41977,2,1.0,1.0,2,15,1,2022,1,21,0,0,0,1,0,0,0,1,1,0,0,0,0,0,45.0
6217,0,1,52.49922,13.44193,2,1.0,1.0,2,145,0,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,27.0
6222,0,1,52.4719,13.43895,2,1.0,2.0,2,14,1,2022,1,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
6228,0,1,52.48142,13.4336,1,1.0,1.0,2,10,0,2022,1,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
6233,0,1,52.56238,13.47956,2,1.0,2.0,1,9,1,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,29.0
6236,0,1,52.51211,13.50785,2,1.0,2.0,1,3,1,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
6241,0,1,52.5468,13.4081,2,1.0,1.0,2,12,1,2022,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
6242,0,1,52.4805,13.44784,2,1.0,1.0,2,30,0,2022,1,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,64.0
6244,0,1,52.53551,13.40807,4,2.0,2.0,2,36,0,2022,1,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
6247,0,1,52.55378,13.35029,4,1.0,2.0,1,57,1,2022,1,23,0,1,0,0,0,1,0,0,1,0,0,0,0,0,50.0
6250,0,1,52.47685,13.42289,2,1.0,1.0,2,2,1,2022,1,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
6252,0,0,52.49109,13.43222,2,1.0,1.0,1,2,0,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
6256,0,1,52.50995,13.46192,2,1.0,1.0,2,22,0,2022,1,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48.0
6262,0,1,52.53647,13.42049,3,2.0,2.0,2,0,0,2022,1,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,58.0
6264,0,1,52.45786,13.57712,4,1.0,3.0,1,29,0,2022,1,43,0,0,0,1,0,0,0,1,0,0,1,0,0,0,47.0
6266,0,1,52.46835,13.33463,1,1.0,1.0,1,82,0,2022,1,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29.0
6272,0,1,52.55146,13.41997,4,1.0,2.0,2,5,0,2022,1,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,57.0
6276,0,1,52.45611,13.38534,2,1.0,1.0,2,3,0,2022,1,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,35.0
6277,0,1,52.54992,13.34843,3,1.0,2.0,1,135,1,2022,1,21,0,1,0,0,0,1,0,0,1,0,0,0,0,0,64.0
6282,0,1,52.53295,13.33425,1,1.0,1.0,2,3,0,2022,1,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
6287,0,0,52.51477,13.45625,4,1.0,2.0,2,14,0,2022,1,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.0
6288,0,0,52.49318,13.42276,2,1.0,1.0,1,0,0,2022,1,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,43.0
6290,0,1,52.54476,13.37788,4,1.0,1.0,1,4,0,2022,1,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,53.0
6291,0,0,52.55377,13.42351,5,1.0,3.0,1,1,1,2022,1,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,43.0
6292,0,1,52.5134,13.45258,2,1.0,1.0,2,2,0,2022,1,12,0,0,0,1,0,0,0,1,0,0,0,0,0,1,30.0
6293,0,1,52.48417,13.38349,2,1.0,1.0,2,3,0,2022,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,1,48.0
6295,0,1,52.51764,13.33602,3,1.0,1.0,2,2,0,2022,1,13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,117.0
6296,0,1,52.48669,13.43118,2,1.0,2.0,1,0,0,2022,1,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
6305,1,1,52.53067,13.3437,4,1.0,2.0,1,56,1,2022,1,37,1,0,0,0,0,1,0,0,1,0,0,0,0,0,62.0
6306,0,1,52.47081,13.4353,1,2.0,1.0,2,0,0,2022,1,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
6307,1,1,52.50412,13.46457,3,1.0,1.0,2,83,0,2022,1,39,0,0,0,1,0,0,0,1,0,0,1,0,0,0,59.0
6308,0,1,52.51624,13.44688,2,1.0,1.0,2,32,0,2022,1,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,82.0
6311,0,1,52.55407,13.34377,2,1.0,1.0,1,16,0,2022,1,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,125.0
6314,0,0,52.52935,13.33087,4,2.0,2.0,1,0,1,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,89.0
6316,0,1,52.53474,13.42767,4,2.0,2.0,2,2,1,2022,1,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,95.0
6317,0,0,52.50862,13.42313,6,1.0,2.0,1,3,0,2022,1,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
6319,0,1,52.50804,13.45143,2,1.0,1.0,2,5,0,2022,1,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
6320,0,1,52.48559,13.37326,1,1.0,1.0,2,6,0,2022,1,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,49.0
6322,0,1,52.4213,13.32153,2,1.0,1.0,2,107,0,2022,1,32,0,0,0,1,0,0,0,1,0,1,0,0,0,0,44.0
6323,0,1,52.51209,13.27781,4,2.0,2.0,2,19,0,2022,1,28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,92.0
6325,0,0,52.54026,13.42251,2,1.0,1.0,1,0,1,2022,1,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,24.0
