,host_is_superhost,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,instant_bookable,ano,semestre,n_amenities,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Outros,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Entire home/apt,room_type_Outros,room_type_Private room,bathrooms_text_1 bath,bathrooms_text_1 private bath,bathrooms_text_1 shared bath,bathrooms_text_1.5 baths,bathrooms_text_1.5 shared baths,bathrooms_text_Outros,price
8528,0,1,52.50511,13.39572,2,1.0,1.0,2,10,0,2022,2,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
8530,0,1,52.51471,13.46854,4,1.0,3.0,2,6,1,2022,2,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
8531,0,1,52.55797,13.39043,2,1.0,1.0,2,10,0,2022,2,22,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48.0
8535,0,1,52.49921,13.4364,2,1.0,1.0,2,0,0,2022,2,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
8536,0,1,52.55989,13.42062,4,2.0,2.0,1,3,0,2022,2,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
8537,0,1,52.50974,13.40715,3,1.0,1.0,2,6,0,2022,2,23,0,0,1,0,0,1,0,0,1,0,0,0,0,0,99.0
8548,0,1,52.51907,13.46608,2,1.0,2.0,2,20,1,2022,2,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,27.0
8550,0,1,52.58821,13.33691,4,1.0,1.0,2,7,0,2022,2,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,47.0
8555,0,1,52.44858,13.34977,2,1.0,1.0,1,1,1,2022,2,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
8556,0,1,52.5487,13.35214,1,1.0,1.0,2,5,1,2022,2,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
8557,0,0,52.53874,13.40133,2,1.0,1.0,2,19,1,2022,2,16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,44.0
8558,0,1,52.51364,13.4306,2,1.0,1.0,2,16,1,2022,2,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,52.0
8559,0,1,52.51349,13.46295,2,1.0,1.0,2,2,1,2022,2,15,0,0,0,1,0,0,0,1,0,0,0,0,1,0,40.0
8560,0,1,52.4813,13.42776,4,2.0,2.0,1,0,1,2022,2,4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,100.0
8561,0,1,52.46904,13.42701,1,1.0,1.0,1,1,0,2022,2,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
8564,0,1,52.55588,13.38927,1,1.0,1.0,1,3,0,2022,2,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
8566,0,0,52.53335,13.39707,2,1.0,1.0,2,9,0,2022,2,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,79.0
8569,0,1,52.47128,13.37245,4,2.0,2.0,1,1,0,2022,2,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
8571,0,1,52.59045,13.40959,5,2.0,3.0,1,17,1,2022,2,37,1,0,0,0,0,1,0,0,0,0,0,0,0,1,115.0
8572,0,1,52.53711,13.43182,2,1.0,1.0,2,16,0,2022,2,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
8573,0,1,52.5113,13.46229,2,1.0,1.0,1,1,1,2022,2,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
8575,0,0,52.53299,13.36173,4,1.0,2.0,1,2,0,2022,2,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,119.0
8576,0,0,52.48381,13.18427,2,1.0,1.0,1,5,0,2022,2,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,40.0
8578,0,1,52.55789,13.44018,1,1.0,1.0,1,31,1,2022,2,28,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
8580,0,0,52.54759,13.40812,2,1.0,1.0,2,5,0,2022,2,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
8581,0,1,52.53986,13.41295,4,1.0,2.0,1,5,0,2022,2,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
8582,0,0,52.51553,13.45107,2,1.0,1.0,2,0,0,2022,2,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,59.0
8588,0,1,52.49929,13.46538,4,2.0,2.0,2,12,1,2022,2,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
8589,0,1,52.52565,13.451,3,1.0,1.0,1,0,1,2022,2,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
8592,0,1,52.52336,13.33237,2,1.0,1.0,1,17,1,2022,2,19,0,0,1,0,0,0,0,1,0,0,0,0,1,0,45.0
8594,0,0,52.50579,13.31763,2,1.0,1.0,1,3,1,2022,2,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,49.0
8597,1,0,52.50326,13.36045,2,1.0,1.0,2,50,1,2022,2,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,53.0
8598,0,1,52.55071,13.40187,2,1.0,1.0,1,45,1,2022,2,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,159.0
8599,0,1,52.54747,13.41189,3,1.0,2.0,1,26,1,2022,2,21,0,1,0,0,0,1,0,0,1,0,0,0,0,0,159.0
8606,0,1,52.47923,13.43578,3,1.0,2.0,1,9,0,2022,2,40,1,0,0,0,0,1,0,0,1,0,0,0,0,0,189.0
8612,0,1,52.4832,13.4349,2,1.0,1.0,1,4,0,2022,2,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
8613,1,0,52.55268,13.44579,2,1.0,1.0,2,30,0,2022,2,42,0,0,0,1,0,0,0,1,0,0,0,0,0,1,45.0
8614,0,1,52.54317,13.43712,2,2.0,1.0,2,3,0,2022,2,29,0,0,0,1,0,0,0,1,0,0,1,0,0,0,60.0
8615,0,0,52.47508,13.45286,2,1.0,1.0,1,10,0,2022,2,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
8617,0,0,52.5306,13.43146,2,1.0,1.0,2,0,1,2022,2,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
8619,0,1,52.51518,13.43925,2,1.0,1.0,2,4,1,2022,2,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,33.0
8620,0,1,52.47887,13.4386,3,1.0,2.0,1,5,1,2022,2,16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,50.0
8624,0,1,52.496,13.40406,2,1.0,1.0,2,1,0,2022,2,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,79.0
8625,0,1,52.49346,13.41084,2,1.0,1.0,2,8,0,2022,2,18,0,0,1,0,0,0,0,1,0,0,1,0,0,0,75.0
8626,0,1,52.49812,13.41975,2,1.0,2.0,2,2,0,2022,2,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,200.0
8627,0,1,52.53493,13.41579,2,1.0,1.0,2,1,0,2022,2,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
8631,1,1,52.53244,13.40661,4,1.0,2.0,1,2,0,2022,2,23,0,0,0,1,0,0,0,1,0,0,0,0,0,1,52.0
8632,0,0,52.46056,13.32204,2,1.0,2.0,1,5,0,2022,2,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,50.0
8634,0,0,52.49612,13.4274,2,1.0,1.0,1,1,0,2022,2,25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,50.0
8636,0,1,52.50709,13.46826,2,1.0,1.0,1,14,1,2022,2,23,0,0,0,1,0,0,0,1,0,0,0,1,0,0,40.0
8638,0,1,52.48561,13.31205,2,1.0,1.0,2,14,0,2022,2,25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,27.0
8641,0,0,52.4157,13.49763,3,1.0,1.0,2,1,1,2022,2,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.0
8652,0,1,52.40582,13.0744,2,1.0,1.0,1,3,1,2022,2,12,0,0,0,0,1,0,0,1,1,0,0,0,0,0,148.0
8659,0,1,52.52261,13.35506,4,1.0,1.0,2,26,0,2022,2,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
8660,0,1,52.48589,13.44645,2,1.0,1.0,1,9,0,2022,2,16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
8661,0,1,52.48254,13.3827,2,1.0,1.0,2,7,0,2022,2,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
8663,0,1,52.46353,13.34404,2,1.0,2.0,2,282,0,2022,2,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
8665,0,1,52.50628,13.30118,1,1.0,1.0,1,11,1,2022,2,19,0,0,0,0,1,0,0,1,0,1,0,0,0,0,60.0
8667,0,1,52.48418,13.44444,2,1.0,1.0,2,7,1,2022,2,16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
8671,0,0,52.52364,13.3912,1,1.0,1.0,1,0,0,2022,2,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,200.0
8672,0,1,52.52158,13.40527,1,1.0,1.0,1,110,0,2022,2,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
8675,1,1,52.53273,13.35231,5,2.0,3.0,1,59,0,2022,2,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,141.0
8682,0,1,52.49073138199972,13.424332355817626,2,1.0,1.0,2,10,1,2022,2,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,49.0
8690,1,1,52.5059,13.41534,4,1.0,2.0,2,58,1,2022,2,40,1,0,0,0,0,1,0,0,1,0,0,0,0,0,202.0
8691,1,1,52.49566,13.41289,2,1.0,1.0,2,318,0,2022,2,23,0,0,0,1,0,0,0,1,0,0,0,1,0,0,59.0
8697,0,1,52.48566,13.43911,4,2.0,2.0,2,20,0,2022,2,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,150.0
8698,0,1,52.515621,13.471144,2,1.0,1.0,2,1,0,2022,2,27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,95.0
8699,0,1,52.48619,13.43259,2,1.0,1.0,1,1,0,2022,2,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,65.0
8700,0,1,52.55083,13.42634,3,1.0,2.0,2,2,0,2022,2,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,63.0
8706,0,1,52.52663,13.4073,1,1.0,1.0,2,23,0,2022,2,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,29.0
8707,0,0,52.49658,13.36176,2,1.0,1.0,2,1,0,2022,2,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
8714,0,1,52.53729,13.4018,2,1.0,1.0,1,11,1,2022,2,17,0,0,1,0,0,0,1,0,0,1,0,0,0,0,110.0
8715,0,0,52.51172,13.48495,2,1.0,1.0,1,1,0,2022,2,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,46.0
8720,1,1,52.53754,13.41968,2,1.0,2.0,2,196,1,2022,2,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,75.0
8721,0,1,52.60968,13.4431,5,3.0,3.0,2,16,1,2022,2,32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,134.0
8722,1,1,52.5173,13.46256,7,3.0,3.0,2,11,0,2022,2,33,1,0,0,0,0,1,0,0,1,0,0,0,0,0,243.0
8724,0,1,52.4597,13.72612,1,1.0,1.0,1,2,0,2022,2,17,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55.0
8727,0,1,52.50207,13.41772,2,1.0,1.0,2,243,1,2022,2,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
8728,0,1,52.49252,13.36527,5,2.0,3.0,2,7,0,2022,2,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,102.0
8732,0,1,52.478245997677526,13.43768811541442,2,1.0,1.0,1,3,0,2022,2,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,85.0
8735,0,1,52.514132,13.453993,2,1.0,1.0,1,2,0,2022,2,34,0,0,1,0,0,0,0,1,0,0,0,0,0,1,99.0
8750,0,1,52.52487,13.4505,5,2.0,3.0,2,1,0,2022,2,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,109.0
8751,0,0,52.47839,13.4218,1,1.0,1.0,1,1,0,2022,2,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.0
8753,0,1,52.54311,13.41963,2,1.0,1.0,2,4,0,2022,2,27,0,0,0,1,0,0,0,1,0,0,1,0,0,0,61.0
8756,0,1,52.49472,13.35992,3,1.0,3.0,1,0,1,2022,2,14,0,0,1,0,0,0,0,1,0,1,0,0,0,0,153.0
8762,0,1,52.54355,13.41927,2,1.0,1.0,2,99,0,2022,2,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,46.0
8763,0,1,52.50059,13.34231,1,1.0,1.0,2,43,0,2022,2,35,0,0,0,1,0,0,0,1,0,0,1,0,0,0,51.0
8767,0,1,52.49001,13.38447,4,1.0,3.0,2,231,1,2022,2,24,1,0,0,0,0,1,0,0,0,0,0,1,0,0,83.0
8768,0,1,52.48077,13.43375,3,1.0,2.0,2,0,0,2022,2,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,102.0
8775,1,1,52.49083,13.37835,4,2.0,3.0,2,386,1,2022,2,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,81.0
8776,0,1,52.51177,13.4559,2,1.0,1.0,1,514,1,2022,2,15,0,1,0,0,0,1,0,0,1,0,0,0,0,0,216.0
8781,0,1,52.51181,13.455815,2,1.0,1.0,1,58,1,2022,2,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,234.0
8788,0,1,52.53065,13.38183,2,1.0,1.0,1,72,0,2022,2,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
8791,0,0,52.48931,13.4289,4,1.0,2.0,1,1,0,2022,2,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,90.0
8793,0,0,52.49128,13.35389,1,1.0,1.0,1,0,0,2022,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,23.0
8796,0,0,52.48736,13.42591,1,1.0,1.0,1,0,0,2022,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
8798,0,1,52.55369,13.4701,4,2.0,3.0,2,13,0,2022,2,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
8799,0,1,52.54966,13.35666,6,2.0,3.0,1,2,0,2022,2,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.0
8800,0,1,52.54811,13.40274,2,1.0,1.0,1,1,0,2022,2,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,55.0
8801,0,0,52.55241,13.44125,1,1.0,1.0,1,0,0,2022,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,70.0
8803,0,1,52.53003,13.34387,2,1.0,1.0,1,0,0,2022,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,26.0
8804,0,1,52.52447,13.45097,3,1.0,2.0,1,1,0,2022,2,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
8805,0,0,52.55194,13.41358,2,1.0,1.0,1,0,0,2022,2,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,41.0
8806,0,0,52.50573,13.30084,1,1.0,1.0,1,1,1,2022,2,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
8807,0,1,52.4675,13.43075,4,2.0,2.0,2,3,0,2022,2,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
8810,0,1,52.50027,13.42701,2,1.0,1.0,1,1,0,2022,2,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
8812,0,1,52.49975,13.42872,3,1.0,1.0,1,2,0,2022,2,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,50.0
8813,0,1,52.49681,13.4424,1,1.0,1.0,1,2,0,2022,2,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,60.0
8814,0,1,52.54201,13.44386,2,1.0,1.0,2,13,1,2022,2,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,66.0
8816,0,1,52.52794,13.35109,2,1.0,1.0,1,66,0,2022,2,22,0,0,0,1,0,0,0,1,0,0,1,0,0,0,56.0
8819,0,0,52.48052,13.43029,2,1.0,1.0,2,3,1,2022,2,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,50.0
8820,0,0,52.52935,13.33087,4,2.0,2.0,1,0,1,2022,2,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,89.0
8827,0,0,52.46655,13.48508,1,1.0,1.0,1,0,1,2022,2,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,70.0
8828,0,1,52.54426,13.43126,2,1.0,1.0,2,0,1,2022,2,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
8832,0,0,52.48927,13.41975,2,1.0,1.0,2,5,1,2022,2,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,36.0
8839,0,1,52.52554,13.42811,3,1.0,2.0,1,6,0,2022,2,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
8852,0,0,52.42253,13.47903,2,1.0,1.0,2,1,1,2022,2,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,35.0
8854,0,1,52.48308,13.43209,1,1.0,1.0,2,3,0,2022,2,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,23.0
8860,0,1,52.48237,13.52163,2,1.0,1.0,2,10,1,2022,2,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
8864,1,1,52.51046,13.46401,1,1.0,1.0,1,10,1,2022,2,10,0,0,0,0,1,0,0,1,0,1,0,0,0,0,110.0
8866,0,1,52.63136,13.51879,2,1.0,2.0,1,2,0,2022,2,28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,62.0
8876,0,1,52.631359,13.518578,2,1.0,1.0,1,14,0,2022,2,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
8877,0,1,52.558285,13.513326,2,1.0,3.0,2,2,0,2022,2,12,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50.0
8883,0,1,52.39603,13.44582,4,1.0,2.0,2,4,0,2022,2,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,84.0
8884,0,1,52.63136,13.51858,2,1.0,2.0,1,4,0,2022,2,28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,62.0
8889,1,1,52.42641,13.56809,2,1.0,2.0,2,52,0,2022,2,23,0,0,1,0,0,0,0,1,0,0,1,0,0,0,30.0
8894,0,1,52.57723,13.29639,1,1.0,1.0,1,0,1,2022,2,15,0,0,0,0,1,0,0,1,0,1,0,0,0,0,100.0
8898,0,0,52.51511,13.54927,1,1.0,1.0,2,3,0,2022,2,18,0,0,1,0,0,0,0,1,0,1,0,0,0,0,30.0
8900,0,1,52.4624,13.58226,1,1.0,1.0,1,15,1,2022,2,22,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
8901,0,1,52.63126399999999,13.5188646,2,1.0,2.0,1,0,0,2022,2,28,1,0,0,0,0,1,0,0,1,0,0,0,0,0,62.0
8903,0,1,52.63136,13.51879,1,1.0,1.0,1,14,0,2022,2,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
8905,0,1,52.562885,13.335594,2,1.0,1.0,2,1,0,2022,2,34,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
8906,0,1,52.38735,13.10774,3,1.0,1.0,2,9,0,2022,2,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,75.0
8907,0,1,52.42389104088232,13.470090171829243,2,1.0,1.0,1,0,0,2022,2,14,0,0,0,1,0,0,0,1,0,0,0,0,1,0,149.0
8909,0,0,52.50254,13.48466,3,1.0,1.0,2,13,1,2022,2,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,44.0
8912,1,1,52.41285,13.50623,2,1.0,2.0,2,49,0,2022,2,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30.0
8914,0,1,52.49698,13.44408,2,1.0,1.0,1,30,1,2022,2,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,67.0
8915,1,1,52.46932,13.33086,2,1.0,1.0,2,47,0,2022,2,45,0,0,1,0,0,0,0,1,0,0,1,0,0,0,37.0
8921,0,1,52.44815,13.38335,3,1.0,1.0,2,85,0,2022,2,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
8926,0,1,52.56192,13.36238,3,1.0,2.0,2,138,1,2022,2,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,42.0
8928,0,1,52.51985,13.27306,2,1.0,1.0,1,10,0,2022,2,11,0,0,1,0,0,0,0,1,0,0,1,0,0,0,39.0
8929,0,1,52.52075,13.37861,1,1.0,1.0,1,0,0,2022,2,14,0,0,1,0,0,0,0,1,0,1,0,0,0,0,79.0
8930,0,1,52.5608,13.41461,1,1.0,1.0,1,11,0,2022,2,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,55.0
8933,1,1,52.50101,13.26197,1,1.0,1.0,1,107,0,2022,2,26,0,0,1,0,0,0,0,1,0,0,0,0,1,0,36.0
8934,0,1,52.50166,13.45113,1,1.0,1.0,1,1,0,2022,2,14,0,0,0,1,0,0,0,1,0,0,0,0,0,1,60.0
8936,0,1,52.4936004622778,13.485007164586513,4,3.0,3.0,2,0,0,2022,2,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,120.0
8939,0,1,52.55241,13.36239,2,1.0,1.0,1,8,0,2022,2,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
8944,1,1,52.52176,13.38765,2,1.0,1.0,1,167,1,2022,2,14,0,0,0,0,1,0,0,1,0,0,0,1,0,0,191.0
8946,0,1,52.52417398296884,13.30702960444356,2,2.0,1.0,1,0,1,2022,2,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,54.0
8961,0,1,52.48555,13.45329,2,1.0,1.0,1,74,0,2022,2,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
8963,0,1,52.44783,13.3142,7,2.0,3.0,1,5,1,2022,2,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,146.0
8964,1,1,52.49831,13.32181,4,2.0,2.0,1,111,1,2022,2,10,0,1,0,0,0,1,0,0,1,0,0,0,0,0,154.0
8968,0,1,52.53979,13.35107,3,1.0,2.0,1,106,0,2022,2,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
8969,0,1,52.50586,13.35697,2,1.0,1.0,2,0,0,2022,2,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
8970,0,1,52.52488,13.33066,2,1.0,1.0,1,2,0,2022,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,23.0
8971,0,1,52.51429,13.43724,3,1.0,2.0,1,2,1,2022,2,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,47.0
8972,0,1,52.49769,13.38548,1,1.0,1.0,1,4,1,2022,2,13,0,0,1,0,0,0,0,1,0,0,1,0,0,0,50.0
8974,0,1,52.45752,13.33087,1,1.0,1.0,1,0,1,2022,2,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
8977,0,0,52.56156,13.40751,2,1.0,3.0,1,14,0,2022,2,30,1,0,0,0,0,1,0,0,1,0,0,0,0,0,67.0
8988,0,1,52.46983,13.32352,2,1.0,1.0,1,21,1,2022,2,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
8990,0,0,52.42952,13.26411,6,3.0,3.0,2,43,1,2022,2,46,1,0,0,0,0,1,0,0,1,0,0,0,0,0,72.0
8993,0,1,52.50961,13.42365,4,2.0,2.0,2,2,0,2022,2,24,1,0,0,0,0,1,0,0,0,0,0,0,0,1,240.0
8996,0,1,52.50657,13.34597,2,1.0,1.0,1,7,1,2022,2,46,0,0,0,1,0,0,0,1,0,1,0,0,0,0,66.0
8998,0,1,52.51078,13.25648,2,1.0,2.0,2,2,1,2022,2,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
8999,0,1,52.54822,13.34073,2,1.0,1.0,2,1,0,2022,2,25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
9003,0,1,52.5258,13.35632,2,1.0,2.0,1,0,0,2022,2,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
9004,0,1,52.49933,13.46478,6,3.0,3.0,1,2,0,2022,2,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,94.0
9005,0,1,52.54553,13.49335,3,1.0,3.0,1,2,0,2022,2,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,124.0
9006,0,1,52.55408,13.40493,1,1.0,1.0,1,42,1,2022,2,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,30.0
9007,0,0,52.54908,13.35126,4,1.0,3.0,1,99,1,2022,2,21,0,1,0,0,0,1,0,0,1,0,0,0,0,0,84.0
9008,0,1,52.54523,13.49365,2,1.0,2.0,1,3,0,2022,2,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,106.0
9017,0,0,52.48863,13.33143,2,1.0,1.0,2,39,1,2022,2,24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
9022,0,0,52.4857,13.33757,2,1.0,1.0,1,4,0,2022,2,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,100.0
9025,0,1,52.48149871826172,13.3460693359375,4,1.0,1.0,2,2,1,2022,2,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,110.0
9036,0,1,52.53988,13.37115,4,1.0,2.0,2,18,1,2022,2,31,0,0,1,0,0,1,0,0,1,0,0,0,0,0,134.0
9038,0,1,52.50362,13.3858,2,1.0,1.0,2,15,0,2022,2,23,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
9042,0,1,52.54296016534699,13.424416985864946,2,1.0,2.0,1,0,0,2022,2,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
9043,0,1,52.54564,13.41186,1,1.0,1.0,1,2,1,2022,2,16,0,0,1,0,0,0,0,1,0,1,0,0,0,0,153.0
9045,0,1,52.50132,13.43291,2,1.0,1.0,2,22,0,2022,2,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,39.0
9047,1,1,52.50398,13.39121,4,1.0,3.0,2,7,0,2022,2,33,0,1,0,0,0,1,0,0,1,0,0,0,0,0,335.0
9050,0,1,52.53467,13.40511,2,1.0,1.0,1,31,0,2022,2,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
9055,0,0,52.49425,13.38309,2,1.0,1.0,2,0,0,2022,2,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,168.0
9068,0,1,52.52105,13.44655,2,1.0,1.0,1,1,0,2022,2,9,0,0,0,1,0,0,0,1,1,0,0,0,0,0,50.0
9071,0,1,52.53117,13.40605,1,1.0,1.0,2,3,1,2022,2,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,34.0
9073,0,0,52.49557,13.4348,2,2.0,1.0,1,0,0,2022,2,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
9074,0,0,52.48625,13.4477,2,1.0,1.0,1,0,0,2022,2,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,27.0
9077,0,0,52.52318,13.45558,3,1.0,2.0,1,1,0,2022,2,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,120.0
9080,0,1,52.53654,13.41544,2,1.0,1.0,1,4,1,2022,2,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
9082,0,0,52.48284,13.31975,1,1.0,1.0,1,0,0,2022,2,15,1,0,0,0,0,1,0,0,1,0,0,0,0,0,22.0
9085,0,0,52.48,13.43928,2,1.0,2.0,1,0,0,2022,2,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,50.0
